id,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,turn_rate,cm_enabled,legs,day_vision,night_vision,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_wins,pro_pick,pro_win,pro_ban,pub_pick,pub_win,gold_per_min,xp_per_min,kills_per_min,last_hits_per_min,hero_damage_per_min,hero_healing_per_min,tower_damage,carry,disabler,durable,escape,initiator,nuker,pusher,support,melee,ranged,agility,intelligent,strength
11,0.0,0.0,0.625,0.3,0.42857142857142855,0.0,0.08333333333333331,0.11538461538461542,0.6333333333333333,0.7352941176470588,0.6,0.627906976744186,0.875,0.4230769230769231,0.7142857142857143,0.39999999999999997,0.3333333333333335,0.28571428571428603,0.6875,0.545454545454545,1.0000000000000002,0.0,0.0,1.0,0.0,0.4911175057670813,0.46440956378901255,0.4385496669747283,0.41929176623940906,0.4246604197518256,0.40824144080781694,0.4047574403703536,0.3966448604184209,0.39690408495540813,0.3879850831338446,0.364439668039883,0.3510197234404583,0.30976742561810305,0.3043936731107206,0.26939039011343724,0.2571287189954846,0.4193464041689384,0.3959166156707225,0.21473029045643152,0.19206680584551147,0.1359466221851543,0.4098866184899078,0.3937485045261036,0.7945945945945947,0.7990762124711317,0.7842168345025021,0.8319241459100764,0.7303138765172658,0.0,0.3960867929261257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12,0.0,0.4545454545454545,0.625,0.0,0.2857142857142857,0.0,0.29166666666666663,0.3846153846153846,0.7,0.7647058823529411,0.7,0.5116279069767442,0.7,0.34615384615384615,0.14285714285714285,0.3,0.5,0.5714285714285716,0.6875,0.18181818181818166,0.590909090909091,0.0,0.25,1.0,0.0,0.2496848914361816,0.24169556488410293,0.1882389496159852,0.18123273641413984,0.14520247153143032,0.13761272010248427,0.1083323096021673,0.10084850055055379,0.0839590775436806,0.07930691940658231,0.06346647561048421,0.05996117621683802,0.04677678446710435,0.043901581722319866,0.02726797626733069,0.0254840106389559,0.12333109698133018,0.13202651259268677,0.025933609958506222,0.01878914405010438,0.0567139282735613,0.12781417125112615,0.12231969619077629,0.681081081081081,0.6882217090069285,0.5988249118683899,0.764769210483845,0.5833419625061452,0.0,0.36184623102972535,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
13,0.0,0.09090909090909091,0.625,0.5,0.2857142857142857,0.0,0.20833333333333331,0.2692307692307693,0.5666666666666667,0.4117647058823529,0.7666666666666666,0.5581395348837209,0.625,0.7307692307692306,0.761904761904762,0.3,0.5,0.28571428571428603,0.6875,0.2727272727272725,1.0000000000000002,0.0,0.25,1.0,0.0,0.14889771457109563,0.13223215915313014,0.17103795532043722,0.15893361472331707,0.2251570239493438,0.219424279721685,0.28245281676936307,0.28425416153895977,0.3421302033972443,0.3490481541192372,0.3789599379067407,0.3830373618999689,0.3959526470177399,0.4127943760984183,0.4218082326539396,0.43557864786293066,0.126134306788308,0.1226565045657927,0.29045643153526973,0.33611691022964507,0.7231025854879065,0.27362753742644097,0.27018978600212745,0.7162162162162162,0.7736720554272518,0.7451719465694615,0.7007913398451302,0.8246362446449182,0.0,0.272419415527405,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14,0.0,0.8181818181818182,0.625,0.0,0.2857142857142857,0.0,0.6875,0.6730769230769231,0.8333333333333334,0.3235294117647059,0.5333333333333333,0.6976744186046512,0.35,0.34615384615384615,0.047619047619047616,0.0,0.5,0.28571428571428603,0.6875,0.09090909090909083,0.33333333333333326,0.0,0.25,1.0,0.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9938511473332342,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,0.43983402489626555,0.48016701461377864,0.21434528773978315,1.0,1.0,0.2810810810810811,0.34411085450346435,0.5361347759387801,0.23060512322709442,0.48645611533685784,0.0,0.03587106484384799,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15,0.0,0.2727272727272727,0.625,0.0,0.2857142857142857,0.0,0.22916666666666663,0.17307692307692307,0.7333333333333333,0.7058823529411764,0.7,0.6511627906976744,0.7,0.4230769230769231,0.6190476190476191,0.6666666666666666,0.5,0.28571428571428603,0.27083333333333326,0.09090909090909083,0.590909090909091,0.0,0.0,1.0,0.0,0.3136578753359176,0.30981931009308267,0.23828037859715095,0.2390521709444151,0.22094418628402185,0.2212579437843812,0.22318848076139736,0.22333052658850963,0.22027006229091234,0.21852557526014946,0.20778553943519015,0.20749155223236754,0.173819667551334,0.16927943760984182,0.13926035230102368,0.13379105585451848,0.15803373986294067,0.16537388636779068,0.16597510373443983,0.15240083507306887,0.13261050875729774,0.22828930974333414,0.22687375475886445,0.6378378378378378,0.6351039260969977,0.7735410306526755,0.6201091309313671,0.8445963070128519,0.0,0.31180233287344794,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
16,0.0,0.0,0.625,0.0,0.42857142857142855,0.0,0.14583333333333331,0.25,0.7333333333333333,0.5588235294117647,0.5666666666666667,0.5348837209302325,0.5,0.3846153846153846,0.0,0.3,0.5,0.5714285714285716,0.75,0.2727272727272725,0.590909090909091,0.0,0.75,1.0,0.0,0.19336964018169278,0.19259901441868954,0.16679945186271072,0.16625803047701807,0.17330082214165346,0.17173645474868757,0.18698719150669518,0.18404041712546151,0.20492009104679515,0.2020290846320452,0.21653830079407727,0.2109904857765955,0.2119360245844392,0.20358523725834798,0.19407298103230963,0.18624358260654422,0.1231425948034206,0.13124766544541314,0.2219917012448133,0.23382045929018788,0.13761467889908258,0.191877599723974,0.18829822770055935,0.5837837837837838,0.5866050808314089,0.5056645758855864,0.6117662445419156,0.7115549440556085,0.0,0.041515113508089806,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
17,0.0,0.09090909090909091,0.625,0.0,0.42857142857142855,0.0,0.25,0.34615384615384615,0.7,0.6470588235294118,0.7666666666666666,0.46511627906976744,0.65,0.7499999999999999,0.6285714285714286,0.36666666666666664,0.3333333333333335,0.7142857142857144,0.6875,0.18181818181818166,0.6666666666666667,0.0,0.25,1.0,0.0,0.2377702204570858,0.22317028654864024,0.22781956085279964,0.21683063840352562,0.2636342746259511,0.2525181482504835,0.2980609454103438,0.29183237256298983,0.3224303986132374,0.3157946162489618,0.3470416144247418,0.34442926642222066,0.3383503282581366,0.3376449912126538,0.33277998094008426,0.3338281684913713,0.18104924771415773,0.1822621535918364,0.27385892116182575,0.29227557411273486,0.4962468723936614,0.28740248040023764,0.2778939937030184,0.6675675675675676,0.7344110854503465,0.802462162893039,0.6895219316605692,0.6537749487629883,0.0,0.19039257494042394,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
18,0.0,0.1818181818181818,0.625,0.0,0.2857142857142857,0.0,0.5208333333333333,0.4423076923076923,0.7666666666666666,0.5294117647058824,0.5333333333333333,0.813953488372093,0.55,0.28846153846153844,0.0,0.0,0.833333333333333,0.5714285714285716,0.47916666666666674,0.9090909090909092,0.590909090909091,0.0,0.25,1.0,0.0,0.23646222264500938,0.2290563971527651,0.2151359189266707,0.21014245367927747,0.21298447633151202,0.21039411218005077,0.22119705424051,0.21833020273333767,0.22848371445003363,0.22497435145830277,0.2250283599020837,0.2213674599180387,0.2221504400055874,0.2203866432337434,0.2210335393033908,0.21073792292942417,0.11497214018886703,0.11925898257130822,0.22821576763485477,0.21294363256784965,0.09591326105087572,0.22567041729762885,0.22140120869826846,0.8810810810810812,0.8937644341801387,0.7479662615666042,0.9957191031806283,0.6802667034624824,0.0,0.5085914963000125,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19,0.0,0.6363636363636364,0.625,0.0,0.2857142857142857,0.0,0.39583333333333326,0.40384615384615385,1.0,0.0,0.5666666666666667,0.9302325581395349,0.0,0.4230769230769231,0.0,0.3,0.5,0.0,0.47916666666666674,0.0,0.590909090909091,0.0,0.25,1.0,0.0,0.28554781326547596,0.2571637160065705,0.26661939513687494,0.2391607957543217,0.29455394985446565,0.2679786993544498,0.34631424451872783,0.3182589545955049,0.396596275505658,0.3752178090445714,0.4379843572750612,0.40985453063963384,0.4570994552311775,0.433427065026362,0.5435765009683666,0.5197624791241419,0.17390035328956568,0.15436273613771287,0.6597510373443983,0.651356993736952,0.5604670558798999,0.3523548467480687,0.3244248496234367,0.6081081081081081,0.6050808314087761,0.5909658459465832,0.6685015875157532,0.6517971797051374,0.0,0.3059074376019065,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20,0.0,0.0,0.625,0.0,0.2857142857142857,0.0,0.29166666666666663,0.3076923076923077,0.6666666666666666,0.6176470588235294,0.6333333333333333,0.6046511627906976,0.8,0.28846153846153844,0.47619047619047616,0.5,0.5,0.5714285714285716,0.33333333333333337,0.3636363636363633,0.590909090909091,0.0,0.25,1.0,0.0,0.20497514804157055,0.2068351889030845,0.21740654577902419,0.22772415505415722,0.24455522647193992,0.2581321745246289,0.2680279058339745,0.2894358442904333,0.2812001328440783,0.3043301252300226,0.2675741835333453,0.2861456610827522,0.22864576058108677,0.24833040421792618,0.16591349257585541,0.17498608276118022,0.15159831604721066,0.17413194306468402,0.23443983402489624,0.2713987473903966,0.0316930775646372,0.24584283770055013,0.2598559133110799,0.15945945945945939,0.3140877598152425,0.22267138554457463,0.11283639988800107,0.33249192351347345,0.0,0.06584723441615453,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
21,0.0,0.0,0.625,0.25,0.2857142857142857,0.0,0.1875,0.326923076923077,0.6,0.5,0.6,0.6046511627906976,0.425,0.6153846153846154,0.8571428571428571,0.41666666666666663,0.16666666666666696,0.0,0.47916666666666674,0.2727272727272725,0.6666666666666667,0.0,0.25,1.0,0.0,0.45166353539917714,0.423480562146377,0.37866885496669744,0.3543806834052326,0.397825920441199,0.37289944990078117,0.431214964147857,0.40856273074681004,0.46075834528120013,0.4394287296236585,0.46731148128246464,0.44410094183622123,0.4445627880988965,0.42302284710017574,0.44418826278090323,0.42809426609760626,0.2975131900851908,0.2881337073918952,0.39626556016597514,0.41127348643006256,0.23019182652210174,0.4294887768598209,0.40507027838912885,0.3810810810810812,0.4434180138568131,0.6786756932710863,0.33597931979181067,0.4938679129218997,0.0,0.19152138467327232,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
22,0.0,0.0,0.625,0.0,0.5714285714285714,0.0,0.4375,0.48076923076923084,0.6333333333333333,0.3235294117647059,0.7333333333333333,0.48837209302325585,0.3,0.6346153846153845,0.4380952380952381,0.36666666666666664,0.5,0.28571428571428603,0.3749999999999999,0.7272727272727266,0.590909090909091,0.0,0.25,1.0,0.0,0.5347808509120312,0.5091257528746121,0.49753019535358034,0.4921634958567394,0.5300771076954501,0.5262867046796111,0.5510820299619172,0.5542068786838525,0.5639960146776506,0.567883140358591,0.5389694907158636,0.5380209456706689,0.512030311496019,0.5133567662565905,0.4948507485628209,0.49557741077503564,0.4385918684619641,0.430726314701932,0.2925311203319502,0.3110647181628392,0.1859883236030025,0.5356461691809312,0.53115205386312,0.43243243243243246,0.44803695150115486,0.583880535115114,0.3499445859984714,1.0000000000000002,0.0,0.02721685689201054,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23,0.0,0.1818181818181818,0.625,0.0,0.5714285714285714,0.0,0.375,0.3846153846153846,0.8,0.4117647058823529,0.6,0.8372093023255814,0.4,0.34615384615384615,0.0,0.3,0.5,0.28571428571428603,0.47916666666666674,0.7272727272727266,0.590909090909091,0.0,0.25,1.0,0.0,0.160907512663797,0.15221755794853076,0.14860256859683227,0.14381924831631543,0.16413470867589236,0.16295747406495695,0.18826092859960042,0.18769350346525035,0.2082735939993358,0.20999234614946174,0.21573825303003163,0.21710163682987035,0.21279159100433023,0.21711775043936732,0.20965907344215928,0.21098534050844314,0.08474085004347712,0.08264521922957711,0.2562240663900415,0.2797494780793319,0.10592160133444536,0.18453367900477294,0.18261009649212168,0.6756756756756757,0.6420323325635104,0.4904900939727912,0.7363706820803821,0.7203736748958758,0.0,0.15439608679292616,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
25,0.0,0.0,0.625,0.0,0.2857142857142857,0.0,0.1875,0.25,0.6666666666666666,0.6764705882352942,1.0,0.5581395348837209,0.6,0.7307692307692306,0.9904761904761904,0.3333333333333333,0.3333333333333335,0.28571428571428603,1.0,0.2727272727272725,0.590909090909091,0.0,0.25,1.0,0.0,0.41701348426835355,0.3555849607592626,0.29213805411262306,0.25126470314391236,0.26904713271715264,0.2364421893446535,0.2490770255329329,0.22308439665781465,0.2183341028569577,0.19860927907241843,0.17602244910143888,0.15759580127974693,0.12711272524095546,0.11223198594024605,0.08527775215961142,0.07694686707490568,0.20870231452297802,0.18243302311904439,0.12033195020746887,0.13152400835073066,0.14261884904086738,0.25495984205179323,0.2244146626329343,0.6243243243243244,0.6466512702078522,0.7148056109752492,0.6501660522314452,0.6832388947003157,0.0,0.32534804966762826,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26,0.0,0.09090909090909091,0.625,0.0,0.2857142857142857,0.0,0.35416666666666663,0.3653846153846154,0.6,0.4411764705882353,0.6333333333333333,0.5581395348837209,0.425,0.673076923076923,0.8571428571428571,0.3,0.5,0.7142857142857144,0.5416666666666666,0.2727272727272725,0.590909090909091,0.0,0.25,1.0,0.0,0.885942590786939,0.8387479467056032,0.9162019184805124,0.8849818441389156,0.9690164938977684,0.9490844239029415,1.0,0.9931860871818123,0.9954476602431694,0.9934046607064341,0.9208669174279062,0.9171998945526878,0.8070785025841598,0.8115289982425308,0.6376156660210889,0.6522545926888106,0.681354296937549,0.6539176806249851,0.5674273858921162,0.5031315240083507,0.15763135946622187,0.9301512871628744,0.9144719229958281,0.15945945945945939,0.2748267898383372,0.4151624655057148,0.08735844441853974,0.30840606955143024,0.0,0.01768468581462436,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27,0.0,0.2727272727272727,0.625,0.0,0.7142857142857142,0.0,0.5833333333333333,0.5961538461538461,0.6666666666666666,0.47058823529411764,0.8333333333333334,0.5348837209302325,0.4,0.673076923076923,0.47619047619047616,0.3,0.5,0.28571428571428603,0.27083333333333326,0.18181818181818166,0.590909090909091,0.0,0.25,1.0,0.0,0.6295750196199672,0.6259353896696477,0.5831288441314254,0.5972502405263648,0.5934866976459173,0.6161111250659366,0.6017858181982763,0.6311160049225987,0.5985840765311494,0.6401224616086113,0.5730610782733297,0.6047643012917296,0.5358115658611537,0.5688927943760984,0.5015832026806849,0.5348549514443002,0.2772927844203963,0.2873111494353358,0.48755186721991706,0.45093945720250517,0.29024186822351955,0.5839459257413406,0.6077013648198206,0.20540540540540542,0.2193995381062357,0.23061719204035555,0.16406728569926296,0.293732214644041,0.0,0.2791922739244952,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
28,0.0,0.09090909090909091,0.625,0.0,0.7142857142857142,0.0,0.375,0.42307692307692313,0.7,0.5,0.5,0.8372093023255814,0.525,0.28846153846153844,0.0,0.0,0.5,0.28571428571428603,0.39583333333333326,0.45454545454545414,0.590909090909091,0.0,0.0,1.0,0.0,0.2840019976693857,0.28002372695747396,0.25496351062812705,0.2540113590515502,0.24480416687943626,0.2441285071965035,0.24466743823668233,0.2474383055897403,0.2451054247365394,0.25339130717996317,0.23071228133022867,0.2364655978143648,0.21556781673418077,0.2260456942003515,0.19016877247994096,0.1984907527679842,0.12181091812722072,0.13331796832158438,0.2572614107883818,0.2776617954070981,0.15346121768140117,0.24755362379957443,0.2505336324675971,0.4972972972972973,0.5404157043879909,0.5684260223801472,0.5036048577651002,0.4482958471165477,0.0,0.1548977800075254,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0.0,0.0,0.625,0.5,0.2857142857142857,0.0,0.27083333333333326,0.28846153846153844,0.9,0.4411764705882353,0.6666666666666666,0.8372093023255814,0.375,0.32692307692307687,0.0,0.3,0.5,0.28571428571428603,0.8958333333333333,0.45454545454545414,0.590909090909091,0.0,0.25,1.0,0.0,0.29194511165544956,0.2896513962401898,0.31898722075273267,0.32283293504236366,0.375957463105755,0.3815025997839793,0.4304520150262183,0.446958999935229,0.45589009582594187,0.4729591088963798,0.4653650964236671,0.48340403096316537,0.44634376309540436,0.45968365553602814,0.3982292723416029,0.40731118946001116,0.16154231265822527,0.17532802975513997,0.48547717842323657,0.4968684759916493,0.5162635529608006,0.3935466943970557,0.40159011814539913,0.4891891891891891,0.49653579676674364,0.328287773402668,0.5761350513218164,0.48343368850569646,0.06981312398885552,0.17496550859149632,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
