id,name,primary_attr,attack_type,roles,img,icon,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,turn_rate,cm_enabled,legs,day_vision,night_vision,localized_name,1_pick,1_win,2_pick,2_win,3_pick,3_win,4_pick,4_win,5_pick,5_win,6_pick,6_win,7_pick,7_win,8_pick,8_win,turbo_picks,turbo_picks_trend,turbo_wins,turbo_wins_trend,pro_pick,pro_win,pro_ban,pub_pick,pub_pick_trend,pub_win,pub_win_trend,gold_per_min,xp_per_min,kills_per_min,last_hits_per_min,hero_damage_per_min,hero_healing_per_min,tower_damage
11,npc_dota_hero_nevermore,agi,Ranged,"Carry,Nuker",/apps/dota2/images/dota_react/heroes/nevermore.png?,/apps/dota2/images/dota_react/heroes/icons/nevermore.png?,120,0.25,75,0.3,1,25,16,22,19,25,18,2.7,3.5,2.2,525,1200,1.6,100,0.5,305,0.9,True,0,1800,800,Shadow Fiend,21370,10482,56556,27624,68236,33174,64345,31341,50406,24380,31462,15049,18459,8969,9288,4383,218103,"30352,30101,31204,34072,38001,35898,18475",103892,"14491,14462,14966,16222,18036,16965,8750",236,105,169,354288,"50403,50012,50201,53510,60004,59364,30794",171480,"24365,24313,24263,26129,28856,28707,14847",581,789,0.22367194780987884,6.7862068965517235,688.718226068145,0.0,3270
12,npc_dota_hero_phantom_lancer,agi,Melee,"Carry,Escape,Pusher,Nuker",/apps/dota2/images/dota_react/heroes/phantom_lancer.png?,/apps/dota2/images/dota_react/heroes/icons/phantom_lancer.png?,120,1.5,75,0.0,0,25,26,36,21,26,21,2.2,2.8,1.8,225,900,1.7,110,0.5,285,,True,2,1800,800,Phantom Lancer,11367,5658,25613,12520,25019,11880,19090,8822,12243,5646,6535,3018,3529,1623,1478,672,74162,"10390,9899,10413,11224,12819,12741,6676",38442,"5387,5171,5348,5822,6645,6648,3421",59,24,75,121811,"16764,16661,16834,17937,21063,21233,11319",58350,"8015,8010,8031,8640,10131,10110,5413",539,741,0.1791044776119403,6.282094031343782,575.2595155709342,0.0,2997
13,npc_dota_hero_puck,int,Ranged,"Initiator,Disabler,Escape,Nuker",/apps/dota2/images/dota_react/heroes/puck.png?,/apps/dota2/images/dota_react/heroes/icons/puck.png?,120,0.5,75,0.5,0,25,22,30,17,14,23,2.4,2.5,3.8,550,900,1.7,100,0.5,290,0.9,True,2,1800,800,Puck,7164,3283,23467,11099,37393,18328,45729,22822,43764,22027,32663,16339,23315,12012,14202,7244,75555,"10485,10460,11005,11701,12871,12471,6562",36148,"4911,5041,5264,5656,6157,5910,3209",312,174,868,242206,"34268,34209,34157,35910,40908,40252,22502",120096,"17020,16832,16983,17904,20206,20010,11141",552,778,0.21428571428571427,5.80183048149622,761.5327793167128,0.0,2284
14,npc_dota_hero_pudge,str,Melee,"Disabler,Initiator,Durable,Nuker",/apps/dota2/images/dota_react/heroes/pudge.png?,/apps/dota2/images/dota_react/heroes/icons/pudge.png?,120,2.5,75,0.0,0,25,45,51,25,11,16,3.0,1.4,1.8,175,0,1.7,100,0.5,280,0.7,True,2,1800,800,Pudge,42525,22091,126339,64681,157471,79767,154509,77436,124110,61574,84136,41830,57539,28534,32766,16253,501260,"68582,67765,70244,76291,86630,85605,46143",254095,"34903,34542,35544,38520,43831,43450,23305",455,243,260,841792,"114877,114513,116224,125281,145552,144236,81109",424717,"58007,57896,58550,63270,73410,72728,40856",391,592,0.16403402187120292,2.272277227722772,500.46601941747565,0.0,398
15,npc_dota_hero_razor,agi,Ranged,"Carry,Durable,Nuker,Pusher",/apps/dota2/images/dota_react/heroes/razor.png?,/apps/dota2/images/dota_react/heroes/icons/razor.png?,120,1.0,75,0.0,0,25,23,25,22,24,21,2.8,2.8,2.2,475,2000,1.7,100,0.3,280,,True,0,1800,800,Razor,14031,7150,31856,16220,36782,18493,36697,18176,28915,14119,18536,9136,10747,5167,5093,2405,91090,"12504,12264,12377,13484,15987,15957,8517",46775,"6431,6317,6338,6913,8172,8232,4372",194,87,167,204950,"27577,27570,27916,29999,36572,35871,19445",102113,"13855,13729,13855,14955,18176,17901,9642",523,718,0.22110552763819094,5.196172248803828,776.9414575866189,0.0,2598
16,npc_dota_hero_sand_king,all,Melee,"Initiator,Disabler,Support,Nuker,Escape",/apps/dota2/images/dota_react/heroes/sand_king.png?,/apps/dota2/images/dota_react/heroes/icons/sand_king.png?,120,0.25,75,0.0,1,25,19,29,22,19,17,2.3,2.0,2.0,150,900,1.7,110,0.53,290,,True,6,1800,800,Sand King,9021,4595,22934,11560,29370,14579,31096,15162,26988,13099,19211,9247,12874,6108,6823,3234,74093,"9500,9646,10340,11192,13103,13161,7151",38266,"4896,4979,5385,5776,6756,6795,3679",248,127,173,174601,"21415,21949,24251,26054,30598,31633,18701",85861,"10516,10799,11893,12745,15027,15725,9156",503,697,0.15670910871694416,5.133544590312359,674.2367906066536,0.0,443
17,npc_dota_hero_storm_spirit,int,Ranged,"Carry,Escape,Nuker,Initiator,Disabler",/apps/dota2/images/dota_react/heroes/storm_spirit.png?,/apps/dota2/images/dota_react/heroes/icons/storm_spirit.png?,120,0.5,75,0.0,1,25,24,34,21,22,23,2.0,2.6,3.9,480,1100,1.6,115,0.5,285,0.8,True,2,1800,800,Storm Spirit,10874,5257,30498,14782,43393,20939,48132,23402,41386,20027,30064,14797,20075,9904,11307,5602,102301,"13853,13750,14208,15644,18043,17345,9458",50960,"6798,6954,7004,7774,8984,8673,4773",298,154,599,253675,"33951,34564,35138,38260,43810,43319,24633",123376,"16531,16821,17036,18464,21256,21119,12149",534,761,0.22805805114029026,5.717234262125903,629.6320523303352,0.0,1630
18,npc_dota_hero_sven,str,Melee,"Carry,Disabler,Initiator,Durable,Nuker",/apps/dota2/images/dota_react/heroes/sven.png?,/apps/dota2/images/dota_react/heroes/icons/sven.png?,120,0.75,75,0.0,0,25,37,39,23,18,16,3.5,2.2,1.5,150,0,1.9,110,0.4,325,,True,2,1800,800,Sven,10824,5404,28957,14372,35580,17648,36394,17797,29944,14525,19982,9713,13497,6606,7737,3637,70156,"9395,9577,9567,10653,12518,12034,6412",35301,"4765,4732,4815,5364,6232,6092,3301",254,116,123,202897,"27677,28546,28118,30220,35701,33834,18801",99870,"13609,13999,13775,14932,17659,16707,9189",613,830,0.2149574563367667,8.015768725361367,650.0830367734283,0.0,4167
19,npc_dota_hero_tiny,str,Melee,"Carry,Nuker,Pusher,Initiator,Durable,Disabler",/apps/dota2/images/dota_react/heroes/tiny.png?,/apps/dota2/images/dota_react/heroes/icons/tiny.png?,120,2.0,75,0.0,0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,275,,True,2,1800,800,Tiny,12856,5989,35351,16211,48142,22129,55557,25443,50476,23640,37525,17476,26783,12579,18092,8569,98821,"12993,13083,13751,15218,17413,17128,9235",44031,"5815,5782,6086,6797,7754,7700,4097",667,326,671,307282,"42388,42510,42523,45615,52217,51672,30357",142754,"19613,19808,19902,21124,24240,24063,14004",512,705,0.17721518987341772,5.559440559440559,628.1052631578947,0.0,2551
20,npc_dota_hero_vengefulspirit,agi,Ranged,"Support,Initiator,Disabler,Nuker,Escape",/apps/dota2/images/dota_react/heroes/vengefulspirit.png?,/apps/dota2/images/dota_react/heroes/icons/vengefulspirit.png?,120,0.25,75,0.0,0,25,26,32,20,21,19,2.6,3.2,1.5,400,1500,1.7,110,0.33,295,,True,2,1800,800,Vengeful Spirit,9506,4906,29196,15456,40382,21360,43473,23195,36307,19287,23423,12336,13847,7388,5949,3071,87901,"11821,11789,11916,13239,15193,15605,8338",48902,"6563,6600,6689,7380,8427,8633,4610",261,145,44,219126,"30203,30036,29875,32470,37410,38053,21079",115688,"16064,16015,15747,17047,19739,20034,11042",346,579,0.08867868755542418,1.388221153846154,381.6094420600858,0.0,637
21,npc_dota_hero_windrunner,all,Ranged,"Carry,Support,Disabler,Escape,Nuker",/apps/dota2/images/dota_react/heroes/windrunner.png?,/apps/dota2/images/dota_react/heroes/icons/windrunner.png?,120,0.25,75,0.25,0,25,21,33,18,17,18,2.6,1.7,3.2,600,1250,1.5,90,0.4,290,0.8,True,2,1800,800,Windranger,19745,9598,49246,23550,64167,30414,68495,32336,58245,27539,40043,18900,26086,12297,14898,7115,159079,"21412,21078,21909,24794,27825,27591,14470",77288,"10386,10227,10673,12068,13476,13347,7111",412,210,283,370965,"50225,49990,50719,55158,64787,64269,35817",176472,"23871,23842,24139,26319,30952,30374,16975",428,635,0.19830028328611898,3.0632911392405062,506.18774524600065,0.0,1639
22,npc_dota_hero_zuus,int,Ranged,"Nuker,Carry",/apps/dota2/images/dota_react/heroes/zuus.png?,/apps/dota2/images/dota_react/heroes/icons/zuus.png?,120,0.25,75,0.0,2,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800,Zeus,23213,11441,64041,32361,84665,42510,86899,43441,70913,35345,45961,22772,29918,14845,16543,8198,227947,"31172,31321,31601,34556,39270,38969,21058",112766,"15383,15529,15579,16986,19331,19450,10508",316,164,230,458769,"63553,63242,63310,67675,79164,77663,44162",229141,"31800,31529,31887,33682,39408,38808,22027",447,637,0.17551190973673214,3.168124392614189,896.9092945128779,0.0,329
23,npc_dota_hero_kunkka,str,Melee,"Carry,Support,Disabler,Initiator,Durable,Nuker",/apps/dota2/images/dota_react/heroes/kunkka.png?,/apps/dota2/images/dota_react/heroes/icons/kunkka.png?,120,0.75,75,0.0,2,25,30,36,24,14,18,3.6,1.6,1.8,150,900,1.7,100,0.4,315,,True,2,1800,800,Kunkka,7644,3706,20643,10119,27926,13874,31219,15390,27361,13576,19122,9492,12911,6486,7327,3622,55302,"6778,6964,7310,8380,10187,10263,5420",26145,"3233,3345,3433,3958,4759,4842,2575",279,147,134,168305,"18555,20834,21642,24493,31570,32698,18513",83378,"9141,10293,10577,12096,15795,16313,9163",537,721,0.1530612244897959,6.068914412745461,681.0446343779677,0.0,1343
25,npc_dota_hero_lina,int,Ranged,"Support,Carry,Nuker,Disabler",/apps/dota2/images/dota_react/heroes/lina.png?,/apps/dota2/images/dota_react/heroes/icons/lina.png?,120,0.25,75,0.0,0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800,Lina,18315,8121,38463,16966,44243,19692,40619,18146,28649,12895,15883,7052,8095,3554,3360,1502,115658,"15926,16180,16308,17636,20011,19680,9917",50945,"7040,7086,7224,7758,8760,8720,4357",148,77,177,226821,"30921,30918,31892,33763,38875,39291,21161",100998,"13798,13840,14284,15045,17197,17456,9378",518,723,0.2069857697283312,5.421800947867299,652.377495462795,0.0,2706
26,npc_dota_hero_lion,int,Ranged,"Support,Disabler,Nuker,Initiator",/apps/dota2/images/dota_react/heroes/lion.png?,/apps/dota2/images/dota_react/heroes/icons/lion.png?,120,0.5,75,0.0,0,25,29,35,18,15,19,2.4,1.7,3.5,600,900,1.7,115,0.43,290,,True,2,1800,800,Lion,37780,18565,115890,57330,152543,75715,155415,76837,123533,61165,77562,38432,46602,23234,21129,10686,345940,"46803,47023,47955,52714,59727,60129,31589",168088,"22834,22616,23238,25717,29067,29239,15377",577,254,196,783873,"107623,107733,109101,116166,134818,134754,73678",388840,"53415,53571,54237,57618,66993,66651,36355",346,562,0.1349527665317139,1.1969654397302614,363.01575393848464,0.0,253
27,npc_dota_hero_shadow_shaman,int,Ranged,"Support,Pusher,Disabler,Nuker,Initiator",/apps/dota2/images/dota_react/heroes/shadow_shaman.png?,/apps/dota2/images/dota_react/heroes/icons/shadow_shaman.png?,120,1.0,75,0.0,3,25,40,47,20,16,25,2.3,1.6,3.5,400,900,1.7,100,0.3,285,,True,2,1800,800,Shadow Shaman,27125,13979,74582,38987,94446,49543,94499,49284,75079,39722,48752,25515,31219,16383,16756,8821,149148,"20516,20398,20763,22538,25761,26007,13165",77041,"10637,10581,10721,11603,13370,13336,6793",499,228,351,498166,"69410,68530,69966,73708,85233,85382,45937",260893,"36216,35916,36795,38557,44686,44780,23943",363,538,0.09058882737795672,1.772796739684157,351.687898089172,0.0,2338
28,npc_dota_hero_slardar,str,Melee,"Carry,Durable,Initiator,Disabler,Escape",/apps/dota2/images/dota_react/heroes/slardar.png?,/apps/dota2/images/dota_react/heroes/icons/slardar.png?,120,0.5,75,0.0,3,25,30,38,21,17,15,3.6,2.1,1.5,150,0,1.7,100,0.36,300,,True,0,1800,800,Slardar,12788,6496,33880,17148,40449,20264,39972,20006,31928,16232,20413,10313,13102,6754,6735,3438,73409,"10120,9828,10009,11050,12781,12805,6816",38768,"5377,5256,5260,5778,6687,6826,3584",278,146,190,220740,"30294,30221,30413,32796,37714,38241,21061",111879,"15393,15469,15322,16558,19171,19262,10704",471,677,0.17179670722977808,4.3216080402010055,471.0072289156626,0.0,1347
29,npc_dota_hero_tidehunter,str,Melee,"Initiator,Durable,Disabler,Nuker,Carry",/apps/dota2/images/dota_react/heroes/tidehunter.png?,/apps/dota2/images/dota_react/heroes/icons/tidehunter.png?,120,0.25,75,0.5,0,25,25,31,27,15,20,3.6,1.5,1.7,150,900,1.7,100,0.6,300,,True,2,1800,800,Tidehunter,13120,6705,41868,21547,60861,31119,68492,35333,57695,29574,39849,20519,26228,13351,13441,6784,92854,"13105,12879,12820,14103,16241,15431,8275",49274,"7027,6852,6908,7370,8475,8215,4427",497,252,620,341625,"48461,47187,47064,51303,59605,56525,31480",175160,"24853,24187,24305,26314,30485,28880,16136",468,658,0.11406844106463879,4.866071428571429,498.1327800829876,28.091533180778033,1507
30,npc_dota_hero_witch_doctor,int,Ranged,"Support,Nuker,Disabler",/apps/dota2/images/dota_react/heroes/witch_doctor.png?,/apps/dota2/images/dota_react/heroes/icons/witch_doctor.png?,120,0.25,75,0.0,0,25,26,36,20,13,22,2.1,1.4,3.1,550,1200,1.7,100,0.4,300,,True,2,1800,800,Witch Doctor,29758,16071,91084,49147,119382,63509,119305,62684,89606,45969,53251,26927,29990,14875,11744,5760,238621,"32491,32411,33208,36280,41083,41613,21535",127864,"17475,17297,17723,19361,22192,22247,11569",278,122,163,581134,"80302,79628,80882,86113,99983,100614,53612",304532,"42146,41808,42177,45293,52401,52850,27857",404,579,0.16859852476290832,1.807967313585291,562.3897058823529,89.2795883361921,360
31,npc_dota_hero_lich,int,Ranged,"Support,Nuker",/apps/dota2/images/dota_react/heroes/lich.png?,/apps/dota2/images/dota_react/heroes/icons/lich.png?,120,0.5,75,0.75,-1,25,24,33,20,17,26,2.1,2.0,3.8,550,900,1.7,100,0.46,290,0.7,True,2,1800,800,Lich,14317,7491,39910,20689,53238,27415,55939,28853,45217,22993,28235,14070,15995,7790,5877,2951,92027,"12394,12323,12802,14086,15999,16367,8056",48561,"6534,6477,6760,7442,8397,8654,4297",208,92,81,278716,"38092,37647,38479,41408,48784,48579,25727",142372,"19429,19366,19661,21159,24696,24805,13256",367,554,0.12520868113522537,1.5871833084947837,494.0576188823325,0.0,296
32,npc_dota_hero_riki,agi,Melee,"Carry,Escape,Disabler",/apps/dota2/images/dota_react/heroes/riki.png?,/apps/dota2/images/dota_react/heroes/icons/riki.png?,120,2.5,75,0.0,0,25,22,26,18,30,14,2.0,2.4,1.3,150,900,1.7,90,0.3,315,,True,2,1800,800,Riki,15420,7683,34765,17237,38407,19015,35551,17576,26792,13179,16602,8004,9955,4802,5073,2378,110001,"15226,15013,15545,16710,18589,18891,10027",54793,"7549,7434,7790,8340,9250,9493,4937",117,54,121,206810,"29111,28697,29162,30656,34995,34796,19393",102026,"14495,14250,14368,14989,17160,17157,9607",491,775,0.2416107382550336,3.8627602158828065,594.0911854103344,0.0,900
33,npc_dota_hero_enigma,all,Ranged,"Disabler,Initiator,Pusher",/apps/dota2/images/dota_react/heroes/enigma.png?,/apps/dota2/images/dota_react/heroes/icons/enigma.png?,120,0.25,75,0.5,1,25,19,25,21,14,19,2.5,1.0,3.6,500,900,1.7,100,0.4,280,,True,0,1800,800,Enigma,5954,2938,16207,8069,19649,9686,17766,8795,12939,6454,7679,3854,4325,2178,2264,1126,76367,"10452,10246,10643,11662,13280,13399,6685",38373,"5299,5042,5338,5959,6580,6789,3366",93,48,196,98187,"13830,13326,13521,14812,16901,17016,8781",48612,"6862,6583,6513,7381,8414,8496,4363",385,546,0.09830693610049153,2.668298653610771,548.215092634433,0.0,1375
34,npc_dota_hero_tinker,int,Ranged,"Carry,Nuker,Pusher",/apps/dota2/images/dota_react/heroes/tinker.png?,/apps/dota2/images/dota_react/heroes/icons/tinker.png?,120,0.25,75,0.5,4,25,22,28,19,17,30,2.3,1.4,3.3,500,900,1.7,100,0.35,310,,True,2,1800,800,Tinker,9865,4642,33718,16193,47805,23794,53104,26582,47900,24402,35511,18249,25410,13146,15973,8401,114207,"15736,15785,15893,17348,19810,19240,10395",53831,"7468,7438,7519,8159,9300,9054,4893",299,164,1181,287603,"39550,39822,39625,42747,49416,49016,27427",144177,"19745,19953,19834,21499,24912,24473,13761",560,803,0.14075067024128685,7.068345323741007,800.1120448179272,0.0,112
35,npc_dota_hero_sniper,agi,Ranged,"Carry,Nuker",/apps/dota2/images/dota_react/heroes/sniper.png?,/apps/dota2/images/dota_react/heroes/icons/sniper.png?,120,0.25,75,0.0,-1,25,13,19,19,27,15,2.0,3.2,2.6,550,3000,1.7,100,0.17,285,0.7,True,2,1800,1400,Sniper,39872,19491,106101,52281,131976,65143,128299,63257,96414,47297,56297,27634,31673,15417,14844,7186,366930,"50651,50252,51498,55082,62529,63505,33413",181727,"25222,24906,25404,27200,30907,31433,16655",305,150,618,667201,"91441,91387,92421,97671,114165,115597,64519",328030,"44647,44999,45476,47705,56407,57119,31677",545,694,0.2289202594429607,5.712019040063467,801.6534181240064,0.0,3360
36,npc_dota_hero_necrolyte,int,Ranged,"Carry,Nuker,Durable,Disabler",/apps/dota2/images/dota_react/heroes/necrolyte.png?,/apps/dota2/images/dota_react/heroes/icons/necrolyte.png?,120,0.25,75,0.0,2,25,26,30,18,12,23,2.3,1.3,2.7,500,1200,1.7,100,0.3,280,,True,2,1800,800,Necrophos,21961,11953,65064,34293,83025,43030,82892,43009,63951,32558,38809,19423,22427,11090,9365,4528,153941,"21520,20825,21250,22907,26785,26598,14056",80000,"11247,10763,11109,11952,13932,13759,7238",185,78,231,418051,"57097,57186,57477,61566,72753,71952,40020",216343,"29421,29579,29842,31982,37909,37102,20508",562,758,0.23971234518577705,6.061719324026451,755.1248357424442,118.74015748031495,1332
37,npc_dota_hero_warlock,int,Ranged,"Support,Initiator,Disabler",/apps/dota2/images/dota_react/heroes/warlock.png?,/apps/dota2/images/dota_react/heroes/icons/warlock.png?,120,0.25,75,0.0,1,25,27,37,22,10,25,2.4,1.0,3.1,600,1200,1.7,90,0.3,300,,True,2,1800,800,Warlock,13490,7312,43239,23423,58877,31527,59638,31240,47434,24227,31232,15848,20280,10213,11460,5753,103088,"14021,13659,14032,15497,18301,18051,9527",57233,"7741,7533,7842,8576,10219,10017,5305",421,216,371,304900,"41794,41666,41698,44658,53138,52919,29027",159557,"21970,21814,21956,23183,27852,27581,15201",402,533,0.10403120936280884,2.6134969325153374,567.038512616202,144.27416520210895,2278
